ResponseId,Age,EdLevel,Employment,WorkExp,YearsCode,DevType,OrgSize,ICorPM,RemoteWork,Industry,Country,Currency,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,annual_salary_usd
19562,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20.0,25.0,"Architect, software or solutions",,,,Software Development,Italy,USD United States dollar,HTML/CSS;Rust;SQL;TypeScript,BigQuery;MongoDB;MySQL;PostgreSQL;SQLite,160000.0
1957,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,19.0,30.0,Cloud infrastructure engineer,100 to 499 employees,Individual contributor,Remote,Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;PowerShell;Python;SQL,Elasticsearch;InfluxDB;Microsoft SQL Server;MySQL;Neo4J;PostgreSQL;Redis;Valkey,183000.0
19588,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,25.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",France,EUR European Euro,Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Scala,Cassandra;Elasticsearch;H2;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite;Valkey,81210.0
19589,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,15.0,"Developer, game or graphics",20 to 99 employees,Individual contributor,In-person,Software Development,Hungary,HUF	Hungarian forint,C#;C++;HTML/CSS;JavaScript;Rust;TypeScript,,43375.0
19598,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,15.0,"Developer, AI apps or physical AI",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);C#;C++;GDScript;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cosmos DB;Microsoft SQL Server;SQLite;Supabase,100000.0
19606,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,22.0,"Architect, software or solutions",500 to 999 employees,Individual contributor,Remote,Government,Australia,AUD	Australian dollar,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Cosmos DB;Microsoft SQL Server;MongoDB;SQLite,132264.0
19607,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,14.0,"Developer, front-end",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Australia,AUD	Australian dollar,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;PowerShell;Python;Ruby;TypeScript,PostgreSQL;SQLite,52658.0
19610,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,12.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Other:,South Africa,ZAR	South African rand,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MySQL;Valkey,37210.0
19626,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19.0,24.0,"Developer, embedded applications or devices",20 to 99 employees,Individual contributor,In-person,Manufacturing,Switzerland,CHF	Swiss franc,C;C++;Python,,161191.0
19647,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,15.0,"Developer, front-end",20 to 99 employees,Individual contributor,In-person,Fintech,Hong Kong (S.A.R.),HKD	Hong Kong dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,MariaDB;MongoDB;MySQL,96816.0
19666,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,15.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Switzerland,CHF	Swiss franc,Bash/Shell (all shells);C#;HTML/CSS;Java;PHP;Python;SQL;TypeScript,MySQL;SQLite;Supabase,167390.0
19671,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",20.0,25.0,"Developer, full-stack",,,,Software Development,Greece,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL,MariaDB;MySQL;SQLite,34804.0
19682,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,6.0,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,Software Development,France,EUR European Euro,C#;Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;Redis,35965.0
19686,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,26.0,33.0,Cloud infrastructure engineer,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Norway,NOK	Norwegian krone,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;SQL;TypeScript,Cosmos DB,138358.0
19694,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,35.0,"Developer, mobile",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Media & Advertising Services,France,EUR European Euro,Bash/Shell (all shells);Swift,,58007.0
19699,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,30.0,35.0,Cloud infrastructure engineer,"10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Poland,PLN Polish zloty,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;MATLAB;MicroPython;PowerShell;Python;SQL;TypeScript,Cassandra;Cosmos DB;IBM DB2;Microsoft SQL Server;MongoDB;Oracle;PostgreSQL,95515.0
19716,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,6.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Retail and Consumer Services,Ukraine,UAH Ukrainian hryvnia,Python,PostgreSQL,1380.0
19735,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,24.0,"Developer, full-stack",500 to 999 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Energy,New Zealand,NZD	New Zealand dollar,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;MongoDB,89751.0
19741,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,7.0,"Developer, back-end",500 to 999 employees,Individual contributor,Remote,"Transportation, or Supply Chain",Ukraine,UAH Ukrainian hryvnia,Bash/Shell (all shells);PHP;SQL,MariaDB;MongoDB;MySQL;Redis;SQLite,31635.0
19742,45-54 years old,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",20.0,20.0,"Founder, technology or otherwise",20 to 99 employees,People manager,Remote,Retail and Consumer Services,Côte d'Ivoire,EUR European Euro,Dart;Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite,271474.0
19748,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12.0,16.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",Estonia,EUR European Euro,C#;HTML/CSS;JavaScript;TypeScript,Cosmos DB;MariaDB;MySQL;Redis,116015.0
19752,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",10.0,13.0,"Developer, mobile",,,,"Internet, Telecomm or Information Services",Spain,USD United States dollar,Bash/Shell (all shells);Kotlin,Elasticsearch;SQLite;Clickhouse,185000.0
19758,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,9.0,"Developer, AI apps or physical AI",,Individual contributor,In-person,Fintech,Zimbabwe,USD United States dollar,C;C#;C++;Dart;Go;Java;JavaScript;Kotlin;MATLAB;MicroPython;PHP;Python;R;Ruby;Rust;SQL;TypeScript,Cassandra;Cosmos DB;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite,15000.0
19763,35-44 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,20.0,30.0,"Senior executive (C-suite, VP, etc.)",20 to 99 employees,People manager,Remote,Software Development,Australia,AUD	Australian dollar,Assembly;Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,MySQL;PostgreSQL;SQLite,182026.0
1977,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,15.0,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,Remote,"Internet, Telecomm or Information Services",Germany,EUR European Euro,Bash/Shell (all shells);C#;C++;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;Redis,139218.0
19772,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,23.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Germany,EUR European Euro,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;Valkey,84691.0
19787,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",9.0,14.0,"Developer, mobile",,,,Software Development,Russian Federation,RUB	Russian ruble,Dart;Kotlin;Swift,,45934.0
1979,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7.0,11.0,"Developer, back-end",20 to 99 employees,People manager,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Malta,EUR European Euro,C#;HTML/CSS;Java;JavaScript;PowerShell,Cosmos DB;Microsoft SQL Server;Oracle;Redis,98612.0
19791,18-24 years old,Some college/university study without earning a degree,Employed,5.0,12.0,"Developer, back-end","10,000 or more employees",Individual contributor,In-person,Computer Systems Design and Services,United States of America,USD United States dollar,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Lisp;Python;Rust;SQL;TypeScript,Dynamodb;MySQL;PostgreSQL;SQLite,110000.0
19803,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,17.0,"Developer, game or graphics",Less than 20 employees,People manager,Remote,Software Development,Serbia,EUR European Euro,C#;HTML/CSS;JavaScript;Python;TypeScript;VBA;Visual Basic (.Net),MongoDB,1392.0
19828,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,25.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Spain,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Oracle,60328.0
19847,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2.0,9.0,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,EUR European Euro,Go;Python;SQL,Elasticsearch;InfluxDB;MySQL;PostgreSQL;Redis;SQLite,75410.0
19865,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,20.0,"Developer, desktop or enterprise applications","10,000 or more employees",Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,C#;JavaScript;TypeScript,Microsoft SQL Server,55122.0
1987,55-64 years old,Some college/university study without earning a degree,Employed,33.0,35.0,"Developer, full-stack","10,000 or more employees",People manager,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",Norway,NOK	Norwegian krone,C;Delphi;SQL,SQLite,93886.0
19894,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,23.0,26.0,"Developer, full-stack",20 to 99 employees,Individual contributor,In-person,Software Development,Switzerland,CHF	Swiss franc,Dart;Java;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),Microsoft SQL Server;PostgreSQL,136392.0
199,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",10.0,17.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Media & Advertising Services,China,CNY	Chinese Yuan Renminbi,Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;Python;SQL,MySQL;SQLite,8357.0
19914,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28.0,25.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,HTML/CSS;JavaScript;PHP;TypeScript,MariaDB;Microsoft SQL Server;SQLite,74249.0
19925,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,20.0,"Architect, software or solutions",I don’t know,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Transportation, or Supply Chain",Estonia,EUR European Euro,Bash/Shell (all shells);C#;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;PowerShell;Python;SQL;TypeScript,Microsoft SQL Server;Oracle;PostgreSQL;SQLite,5221.0
19929,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,19.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Rust;SQL;TypeScript,MariaDB;PostgreSQL;Redis,127616.0
19954,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,7.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,Bash/Shell (all shells);JavaScript;PHP;Python;TypeScript,Elasticsearch;MariaDB;MongoDB;MySQL;Redis;SQLite;Clickhouse,29478.0
19961,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7.0,12.0,"Developer, front-end","1,000 to 4,999 employees",Individual contributor,Remote,Banking/Financial Services,Ukraine,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;TypeScript,,41765.0
19987,35-44 years old,Some college/university study without earning a degree,Employed,20.0,25.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Healthcare,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C#;SQL,Microsoft SQL Server;PostgreSQL;Redis,108913.0
200,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4.0,10.0,Cloud infrastructure engineer,Less than 20 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,Spain,EUR European Euro,Go;JavaScript;Python;SQL;TypeScript,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Cockroachdb,34804.0
20001,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,22.0,"Developer, back-end",100 to 499 employees,Individual contributor,Remote,Software Development,Italy,EUR European Euro,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell,Elasticsearch;InfluxDB;Microsoft SQL Server;MongoDB;Redis,47566.0
20005,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,11.0,23.0,Other (please specify):,"10,000 or more employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Belgium,EUR European Euro,Assembly;Bash/Shell (all shells);C;Erlang;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,,104413.0
20008,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,10.0,12.0,"Developer, back-end",,,,,Germany,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,BigQuery;MySQL;SQLite,75410.0
2001,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25.0,31.0,"Developer, full-stack",20 to 99 employees,Individual contributor,Remote,Software Development,Poland,PLN Polish zloty,HTML/CSS;JavaScript;Python;SQL;TypeScript,IBM DB2;MySQL;PostgreSQL;SQLite,46393.0
20014,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,20.0,30.0,"Developer, desktop or enterprise applications","5,000 to 9,999 employees",Individual contributor,Remote,Media & Advertising Services,France,EUR European Euro,C;C++;GDScript;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Python;Ruby;Rust;TypeScript,,60328.0
20015,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,15.0,"Developer, back-end","5,000 to 9,999 employees",Individual contributor,Remote,Software Development,Ukraine,UAH Ukrainian hryvnia,Go,PostgreSQL,2157.0
20018,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28.0,33.0,"Architect, software or solutions","1,000 to 4,999 employees",Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,Portugal,EUR European Euro,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,63808.0
20029,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",17.0,32.0,"Developer, full-stack",,,,Banking/Financial Services,Poland,PLN Polish zloty,Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Microsoft SQL Server;SQLite,136450.0
2003,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,19.0,"Architect, software or solutions",100 to 499 employees,Individual contributor,Remote,Software Development,Croatia,EUR European Euro,Bash/Shell (all shells);C;C++;Elixir;Go;HTML/CSS;JavaScript;Lua;PHP;Ruby;Rust;SQL;Swift;TypeScript,Dynamodb;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite;Clickhouse;Valkey,174022.0
20032,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",8.0,10.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",People manager,"Your choice (very flexible, you can come in when you want or just as needed)",Banking/Financial Services,Slovakia,EUR European Euro,HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,MariaDB;MySQL;Redis,46406.0
20069,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,28.0,32.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Insurance,Sweden,SEK	Swedish krona,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Databricks SQL;MariaDB;MySQL;PostgreSQL,81761.0
2007,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",I prefer not to say,7.0,12.0,Academic researcher,,,,,Germany,EUR European Euro,Assembly;Bash/Shell (all shells);C++;JavaScript;Python;Rust;TypeScript,,75410.0
20079,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,11.0,18.0,"Developer, back-end",20 to 99 employees,Individual contributor,Remote,Software Development,Germany,EUR European Euro,Bash/Shell (all shells);F#;Go;JavaScript;SQL;TypeScript,InfluxDB;PostgreSQL,98612.0
2008,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,14.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,EUR European Euro,C#;C++;HTML/CSS;JavaScript;PowerShell;TypeScript,Elasticsearch;PostgreSQL;Redis,56847.0
20121,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,13.0,"Developer, front-end",500 to 999 employees,Individual contributor,Remote,Retail and Consumer Services,Portugal,EUR European Euro,HTML/CSS;JavaScript;TypeScript,,59186.0
20124,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,15.0,25.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,MariaDB,68071.0
20125,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,14.0,"Developer, full-stack","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)","Internet, Telecomm or Information Services",United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;SQL;TypeScript,Microsoft SQL Server;MongoDB;MySQL,95299.0
20131,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Independent contractor, freelancer, or self-employed",9.0,9.0,"Developer, mobile",,,,Software Development,Ukraine,USD United States dollar,Bash/Shell (all shells);C#;Dart;Java;Kotlin;MATLAB;PowerShell;Python,SQLite,48000.0
20136,18-24 years old,Some college/university study without earning a degree,Employed,10.0,15.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Ireland,EUR European Euro,Bash/Shell (all shells);C;Groovy;HTML/CSS;JavaScript;Kotlin;MicroPython;PHP;PowerShell;Python;R;TypeScript,Firebase Realtime Database;MongoDB,41765.0
20138,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",3.0,6.0,"Developer, back-end",20 to 99 employees,People manager,Remote,Software Development,Ukraine,CAD Canadian dollar,C#;HTML/CSS;JavaScript;Python;SQL,Dynamodb;Elasticsearch;Microsoft SQL Server;MySQL,72958.0
2014,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,38.0,44.0,Engineering manager,"1,000 to 4,999 employees",People manager,Remote,Banking/Financial Services,United States of America,USD United States dollar,Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Dynamodb;Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Amazon Redshift,201000.0
20155,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3.0,4.0,"Developer, full-stack",Less than 20 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Software Development,India,INR Indian rupee,HTML/CSS;JavaScript;Kotlin;Python;TypeScript,MongoDB;MySQL;PostgreSQL;Supabase,10462.0
20165,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,12.0,"Developer, front-end",20 to 99 employees,Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Government,France,EUR European Euro,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;PostgreSQL;Supabase,48726.0
2018,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,20.0,24.0,"Developer, AI apps or physical AI",Less than 20 employees,Individual contributor,Remote,Banking/Financial Services,Austria,EUR European Euro,HTML/CSS;JavaScript;Python;TypeScript,MariaDB;Microsoft SQL Server;MySQL;SQLite,34804.0
20185,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6.0,12.0,"Developer, full-stack",Less than 20 employees,Individual contributor,Remote,Software Development,Poland,PLN Polish zloty,HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;Swift;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;Snowflake;SQLite,81870.0
20189,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,5.0,8.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Canada,CAD Canadian dollar,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,BigQuery;Microsoft SQL Server;PostgreSQL;SQLite,98494.0
20191,25-34 years old,Some college/university study without earning a degree,Employed,6.0,6.0,"Developer, back-end","1,000 to 4,999 employees",Individual contributor,Remote,Software Development,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#,Cosmos DB,76239.0
20194,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14.0,18.0,"Developer, full-stack","1,000 to 4,999 employees",Individual contributor,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United States of America,USD United States dollar,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,Cassandra;Elasticsearch;MySQL;Oracle;PostgreSQL,130000.0
20198,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,17.0,"Architect, software or solutions",20 to 99 employees,Individual contributor,In-person,Software Development,Croatia,EUR European Euro,C++;HTML/CSS;JavaScript;Python;Rust;SQL,MySQL;PostgreSQL;SQLite,75410.0
202,18-24 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,1.0,5.0,Academic researcher,100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Higher Education,Austria,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript,Dynamodb;MariaDB;PostgreSQL;Redis,38981.0
20207,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,9.0,"Developer, full-stack",500 to 999 employees,Individual contributor,In-person,Manufacturing,United Kingdom of Great Britain and Northern Ireland,GBP Pound sterling,C#;HTML/CSS;JavaScript;Python;SQL,Cosmos DB;Microsoft SQL Server;PostgreSQL,98022.0
20217,25-34 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,7.0,13.0,"Developer, back-end",20 to 99 employees,Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Software Development,France,EUR European Euro,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;OCaml;Python,,77730.0
20219,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,14.0,18.0,"Developer, back-end","10,000 or more employees",Individual contributor,"Your choice (very flexible, you can come in when you want or just as needed)",Manufacturing,Germany,EUR European Euro,Bash/Shell (all shells);C++;Go;Java;PowerShell;Prolog;Python,Databricks SQL;InfluxDB;Oracle,103021.0
20223,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1.0,7.0,"Developer, back-end",20 to 99 employees,Individual contributor,In-person,Software Development,Greece,EUR European Euro,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,23203.0
20226,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,12.0,"Developer, desktop or enterprise applications",100 to 499 employees,Individual contributor,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,United States of America,USD United States dollar,C#;C++;HTML/CSS;Java;JavaScript;PowerShell;Python;VBA;Visual Basic (.Net),,85000.0
20233,65 years or older,Some college/university study without earning a degree,Employed,39.0,39.0,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Individual contributor,Remote,Software Development,Italy,EUR European Euro,JavaScript;PHP;Python;SQL,MySQL;PostgreSQL,116015.0
